GEOGRAPHIC_COUNTY_NAME,JURISDICTION,PRECINCT,LOCATION,GEO_LOCATION
MACOMB COUNTY,STERLING HEIGHTS CITY ,     PRECINCT 36,"Permanent Polling Location




Handicap Accessable:

","Temporary Polling Location
GENE L. KLIDA UIAS / HERITAGE JR HIGH
37400 DODGE PARK RD
STERLING HEIGHTS MI 48312

Handicap Accessable: Y
(16 MILE RD / DODGE PARK RD)"
MACOMB COUNTY,STERLING HEIGHTS CITY ,     PRECINCT 37,"Permanent Polling Location
BRUCE COLLINS ELEM
12900 GRAND HAVEN DR
STERLING HEIGHTS MI 48312

Handicap Accessable:
Y
(16 MILE RD / SCHOENHERR RD)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,STERLING HEIGHTS CITY ,     PRECINCT 38,"Permanent Polling Location
STERLING HEIGHTS HIGH SCHOOL
12901 15 MILE RD
STERLING HEIGHTS MI 48312

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,STERLING HEIGHTS CITY ,     PRECINCT 39,"Permanent Polling Location
WILLOW WOODS ELEM
11001 DANIEL DR
STERLING HEIGHTS MI 48312

Handicap Accessable:
Y
(15 MILE RD / DODGE PARK RD)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,STERLING HEIGHTS CITY ,     PRECINCT 40,"Permanent Polling Location
CARLETON MIDDLE SCH
8900 FIFTEEN MILE RD
STERLING HEIGHTS MI 48312

Handicap Accessable:
Y
(E OF VAN DYKE)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,STERLING HEIGHTS CITY ,     PRECINCT 42,"Permanent Polling Location
STERLING HEIGHTS HIGH SCHOOL
12901 15 MILE RD
STERLING HEIGHTS MI 48312

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,STERLING HEIGHTS CITY ,     PRECINCT 43,"Permanent Polling Location
BLACK ELEMENTARY SCH
14100 HERITAGE ROAD
STERLING HEIGHTS MI 48310

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,UTICA CITY ,     PRECINCT 1,"Permanent Polling Location
FLICKINGER SCHOOL
45400 VANKER
UTICA MI 48317

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 1-1,"Permanent Polling Location
NEIGEBAUR ADMIN BUILDING
23020 RYAN ROAD
WARREN MI 48091

Handicap Accessable:
Y
(NINE MILE AND RYAN)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 2-2,"Permanent Polling Location
NEIGEBAUR ADMIN BUILDING
23020 RYAN ROAD
WARREN MI 48091

Handicap Accessable:
Y
(NINE MILE AND RYAN)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 2-3,"Permanent Polling Location
NEIGEBAUR ADMIN BUILDING
23020 RYAN ROAD
WARREN MI 48091

Handicap Accessable:
Y
(NINE MILE AND RYAN)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 1-4,"Permanent Polling Location
BUSCH BRANCH LIBRARY
23333 RYAN
WARREN MI 48091

Handicap Accessable:
Y
(NEAR CAPITOL)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 1-5,"Permanent Polling Location
BUSCH BRANCH LIBRARY
23333 RYAN
WARREN MI 48091

Handicap Accessable:
Y
(NEAR CAPITOL)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-6,"Permanent Polling Location
VAN DYKE SCHOOLS DISTRICT ADMIN BLDG
23500 MAC ARTHUR BLVD
WARREN MI 48089-1741

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-7,"Permanent Polling Location
VAN DYKE SCHOOLS DISTRICT ADMIN BLDG
23500 MAC ARTHUR BLVD
WARREN MI 48089-1741

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-8,"Permanent Polling Location
LINCOLN ELEMENTARY
22100 FEDERAL
WARREN MI 48089

Handicap Accessable:
Y
(NINE MILE AND HOOVER)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-9,"Permanent Polling Location
MC KINLEY SCHOOL
13173 TOEPFER
WARREN MI 48089

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-10,"Permanent Polling Location
LINCOLN ELEMENTARY
22100 FEDERAL
WARREN MI 48089

Handicap Accessable:
Y
(NINE MILE AND HOOVER)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-11,"Permanent Polling Location
LINCOLN ELEMENTARY
22100 FEDERAL
WARREN MI 48089

Handicap Accessable:
Y
(NINE MILE AND HOOVER)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-12,"Permanent Polling Location
KENNEDY EARLY CHILDHOOD CENTER
11333 KALTZ
WARREN MI 48089

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-13,"Permanent Polling Location
CARLSON SCHOOL
12355 MRUK
WARREN MI 48089

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-14,"Permanent Polling Location
CRESCENTWOOD
14500 CRESCENTWOOD
WARREN MI 48089

Handicap Accessable:
Y
(N TOEPFER W HAYES)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-15,"Permanent Polling Location
CRESCENTWOOD
14500 CRESCENTWOOD
WARREN MI 48089

Handicap Accessable:
Y
(N TOEPFER W HAYES)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-16,"Permanent Polling Location
CRESCENTWOOD
14500 CRESCENTWOOD
WARREN MI 48089

Handicap Accessable:
Y
(N TOEPFER W HAYES)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-17,"Permanent Polling Location
VAN DYKE SCHOOLS DISTRICT ADMIN BLDG
23500 MAC ARTHUR BLVD
WARREN MI 48089-1741

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 2-18,"Permanent Polling Location
ROOSE ELEMENTARY
4701 MARCY
WARREN MI 48091

Handicap Accessable:
Y
(CUNNINGHAM AND MARCY)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 2-19,"Permanent Polling Location
ROOSE ELEMENTARY
4701 MARCY
WARREN MI 48091

Handicap Accessable:
Y
(CUNNINGHAM AND MARCY)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-20,"Permanent Polling Location
CROTHERS SCHOOL
27401 CAMPBELL
WARREN MI 48093

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-21,"Permanent Polling Location
EVE KALTZ ACADEMY 21
11300 ENGLEMAN
WARREN MI 48089

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-22,"Permanent Polling Location
WARREN WOODS ED CNTR
12900 FRAZHO
WARREN MI 48089

Handicap Accessable:
Y
(SOUTH OF FRAZHO WEST OF SCHOENHERR)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-23,"Permanent Polling Location
WARREN WOODS ED CNTR
12900 FRAZHO
WARREN MI 48089

Handicap Accessable:
Y
(SOUTH OF FRAZHO WEST OF SCHOENHERR)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-24,"Permanent Polling Location
REGENCY CLUB APTS
26160 REGENCY CLUB DRIVE
WARREN MI 48089

Handicap Accessable:
Y
(REGENCY CLUB DRIVE AND FRAZHO)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-25,"Permanent Polling Location
WARREN WOODS TOWER
27900 BUNERT
WARREN MI 48093

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-26,"Permanent Polling Location
WARREN WOODS TOWER
27900 BUNERT
WARREN MI 48093

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-27,"Permanent Polling Location
WARREN WOODS MIDDLE
13400 TWELVE MILE
WARREN MI 48093

Handicap Accessable:
Y
(12 MILE/SCHOENHERR)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-28,"Permanent Polling Location
WRN BAPTIST CHURCH
14251 TWELVE MILE
WARREN MI 48093

Handicap Accessable:
Y
(NORTH SIDE OF 12 BTW SCHOENHERR & HAYES)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-29,"Permanent Polling Location
WRN BAPTIST CHURCH
14251 TWELVE MILE
WARREN MI 48093

Handicap Accessable:
Y
(NORTH SIDE OF 12 BTW SCHOENHERR & HAYES)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-30,"Permanent Polling Location
THE WOODS CHURCH
14300 THIRTEEN MILE
WARREN MI 48088

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 1-31,"Permanent Polling Location
SIERSMA SCHOOL
3100 DONNA
WARREN MI 48091

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 2-32,"Permanent Polling Location
BUTCHER COMM ED CTR
27500 COSGROVE
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 2-33,"Permanent Polling Location
BUTCHER COMM ED CTR
27500 COSGROVE
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 1-34,"Permanent Polling Location
BEER MIDDLE
3200 MARTIN
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 1-35,"Permanent Polling Location
BEER MIDDLE
3200 MARTIN
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 2-36,"Permanent Polling Location
BUTCHER COMM ED CTR
27500 COSGROVE
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-37,"Permanent Polling Location
OUR LADY OF PERPETUAL  HELP
28640 CAMPBELL
WARREN MI 48093

Handicap Accessable:
Y
(CAMPBELL S OF 12 MILE)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-38,"Permanent Polling Location
CROMIE  SCHOOL
29797 GILBERT AT COMMON
WARREN MI 48093

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 5-39,"Permanent Polling Location
CROMIE  SCHOOL
29797 GILBERT AT COMMON
WARREN MI 48093

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 2-40,"Permanent Polling Location
MOTT HIGH SCHOOL
3131 TWELVE MILE
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 1-41,"Permanent Polling Location
MOTT HIGH SCHOOL
3131 TWELVE MILE
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 1-42,"Permanent Polling Location
PEARL LEAN SCHOOL
2825 GIRARD
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 2-43,"Permanent Polling Location
PEARL LEAN SCHOOL
2825 GIRARD
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-44,"Permanent Polling Location
WILKERSON SCHOOL
12100 MASONIC
WARREN MI 48093

Handicap Accessable:
Y
(MASONIC E OF HOOVER)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-45,"Permanent Polling Location
WILDE SCHOOL
32343 BUNERT
WARREN MI 48093

Handicap Accessable:
Y
(BUNERT N OF MASONIC)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-46,"Permanent Polling Location
CARTER MIDDLE
12000 MASONIC
WARREN MI 48093

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-47,"Permanent Polling Location
CARTER MIDDLE
12000 MASONIC
WARREN MI 48093

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-48,"Permanent Polling Location
WARREN CON ADM BLDG
31300 ANITA
WARREN MI 48093

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 3-49,"Permanent Polling Location
WARREN CON ADM BLDG
31300 ANITA
WARREN MI 48093

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 2-50,"Permanent Polling Location
WARREN COMM CENTER
5460 ARDEN
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 1-51,"Permanent Polling Location
WARREN COMM CENTER
5460 ARDEN
WARREN MI 48092

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 1-52,"Permanent Polling Location
GREEN ACRES SCHOOL
4655 HOLMES
WARREN MI 48092

Handicap Accessable:
Y
(HOLMES NEAR COUSINO)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WARREN CITY ,     PRECINCT 4-53,"Permanent Polling Location
WILDE SCHOOL
32343 BUNERT
WARREN MI 48093

Handicap Accessable:
Y
(BUNERT N OF MASONIC)","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WASHINGTON TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
WOODSIDE BIBLE CHURCH
7800 32 MILE RD
WASHINGTON TWP MI 48095

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WASHINGTON TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
WOODSIDE BIBLE CHURCH
7800 32 MILE RD
WASHINGTON TWP MI 48095

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WASHINGTON TOWNSHIP ,     PRECINCT 3,"Permanent Polling Location
WASH. LIONS CLUB
58000 VAN DYKE
WASHINGTON MI 48094

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WASHINGTON TOWNSHIP ,     PRECINCT 4,"Permanent Polling Location
ST JOHN & PAUL PARRISH
7777 28 MILE RD
WASHINGTON MI 48094

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WASHINGTON TOWNSHIP ,     PRECINCT 5,"Permanent Polling Location
STONEY CHURCH
11711 26 MILE ROAD
WASHINGTON MI 48094

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WASHINGTON TOWNSHIP ,     PRECINCT 6,"Permanent Polling Location
WASHINGTON MUN. BLDG
57900 VAN DYKE
WASHINGTON MI 48094

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MACOMB COUNTY,WASHINGTON TOWNSHIP ,     PRECINCT 7,"Permanent Polling Location
STONEY CHURCH
11711 26 MILE ROAD
WASHINGTON MI 48094

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,ARCADIA TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
ARCADIA TOWNSHIP
3422 LAKE STREET
ARCADIA MI 49613

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,BEAR LAKE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
BEAR LAKE TOWNSHIP
7771 LAKE STREET
BEAR LAKE MI 49614

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,BROWN TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
BROWN TOWNSHIP
8233 COATES HWY.
MANISTEE MI 49660

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,CLEON TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
CLEON TOWNSHIP
16632 IMHOFF DRIVE
COPEMISH MI 49625

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,DICKSON TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
DICKSON TOWNSHIP
14270 BRETHREN BLVD.
BRETHREN MI 49619

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,FILER TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
FILER TOWNSHIP HALL
2505 FILER CITY ROAD
MANISTEE MI 49660

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,MANISTEE CITY ,     PRECINCT 1,"Permanent Polling Location
MANISTEE COUNCIL ON AGING
260 ST. MARY'S PARKWAY
MANISTEE MI 49660

Handicap Accessable:
Y
(TURN WEST OFF OF WASHINGTON STREET ON TO ST. MARY'S PKWY)","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,MANISTEE CITY ,     PRECINCT 2,"Permanent Polling Location
MANISTEE COUNCIL ON AGING
260 ST. MARY'S PARKWAY
MANISTEE MI 49660

Handicap Accessable:
Y
(TURN WEST OFF OF WASHINGTON STREET ON TO ST. MARY'S PKWY)","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,MANISTEE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
MANISTEE TOWNSHIP
410 HOLDEN STREET
MANISTEE MI 49660

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,MAPLE GROVE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
MAPLE GROVE TOWNSHIP
9208 KAUKO ST
KALEVA MI 49645

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,MARILLA TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
MARILLA TOWNSHIP
9991 MARILLA ROAD
COPEMISH MI 49625

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,NORMAN TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
NORMAN TOWNSHIP
1273 S. SEAMAN ROAD
WELLSTON MI 49689

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,ONEKAMA TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
ONEKAMA TOWNSHIP
5435 MAIN STREET
ONEKAMA MI 49675

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,PLEASANTON TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
PLEASANTON TOWNSHIP
8958 LUMLEY ROAD
BEAR LAKE MI 49614

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,SPRINGDALE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
SPRINGDALE TOWNSHIP
14992 GLOVERS LAKE ROAD
BEAR LAKE MI 49614

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MANISTEE COUNTY,STRONACH TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
STRONACH TOWNSHIP
2471 MAIN STREET
MANISTEE MI 49660

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,CHAMPION TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
CHAMPION TOWNSHIP HALL
1071 U.S. HIGHWAY 41 W
CHAMPION MI 49814

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,CHOCOLAY TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
SILVER CREEK CHURCH
219 SILVER CREEK ROAD
MARQUETTE MI 49855

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,CHOCOLAY TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
SILVER CREEK CHURCH
219 SILVER CREEK ROAD
MARQUETTE MI 49855

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,ELY TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
ELY TWP. HALL
1555 CO RD 496
ISHPEMING MI 49849

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,EWING TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
EWING TWP HALL
2500 W. MAPLE RIDGE RD
ROCK MI 49880

Handicap Accessable:
Y
(NW CORNER OF COUNTY LINE RD AND W MAPLE RIDGE RD)","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,FORSYTH TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
GWINN COMMUNITY BLDG
165 N MAPLE ST
GWINN MI 49841

Handicap Accessable:
Y
(GWINN CLUBHOUSE)","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,FORSYTH TOWNSHIP ,     PRECINCT 2,"Permanent Polling Location
LT LK GOSPEL CHAPEL
1761 E ST HWY M-35
LITTLE LAKE MI 49833

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,FORSYTH TOWNSHIP ,     PRECINCT 3,"Permanent Polling Location
SAWYER EMERG SRV BLD
420 AVENUE A
GWINN MI 49841

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,HUMBOLDT TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
HUMBOLDT TWP HALL
244 COUNTY ROAD FAF
CHAMPION MI 49814

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,ISHPEMING CITY ,     PRECINCT 1,"Permanent Polling Location
KD HALL - ST. JOHNS CHURCH
325 S. PINE STREET
ISHPEMING MI 49849

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,ISHPEMING TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
ISHPEMING TWP HALL
1575 US 41 WEST
ISHPEMING MI 49849

Handicap Accessable:
Y
(ACROSS THE STREET FROM JIM'S AUTO WASH)","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,MARQUETTE CITY ,     PRECINCT 1,"Permanent Polling Location
MARQUETTE CITY HALL
300 W BARAGA AVE
MARQUETTE MI 49855

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,MARQUETTE CITY ,     PRECINCT 2,"Permanent Polling Location
MARQUETTE CITY HALL
300 W BARAGA AVE
MARQUETTE MI 49855

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,MARQUETTE CITY ,     PRECINCT 3,"Permanent Polling Location
YMCA
401 E FAIR AVE
MARQUETTE MI 49855

Handicap Accessable:
Y
(CORNER OF FAIR AND PINE STREETS)","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,MARQUETTE CITY ,     PRECINCT 4,"Permanent Polling Location
YMCA
401 E FAIR AVE
MARQUETTE MI 49855

Handicap Accessable:
Y
(CORNER OF FAIR AND PINE STREETS)","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,MARQUETTE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
MARQUETTE TWP HALL
1000 COMMERCE DRIVE
MARQUETTE MI 49855

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,MICHIGAMME TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
COMMUNITY CENTER
202 W MAIN ST
MICHIGAMME MI 49861

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,NEGAUNEE CITY ,     PRECINCT 1,"Permanent Polling Location
NEGAUNEE MIDDLE SCHOOL
102 W CASE ST
NEGAUNEE MI 49866

Handicap Accessable:
Y
(USE PECK STREET ENTRANCE ONLY )","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,NEGAUNEE TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
NEGAUNEE TWP HALL
42 M-35
NEGAUNEE MI 49866

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,POWELL TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
POWELL TWP HALL
101 BENSINGER
BIG BAY MI 49808

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,REPUBLIC TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
REPUBLIC TWP HALL
279 KLOMAN AVENUE
REPUBLIC MI 49879

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,RICHMOND TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
RICHMOND TWP HALL
100 SMITH STREET
PALMER MI 49871

Handicap Accessable:
Y
(NW CORNER OF SMITH ST & NICHOLAS AVE)","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,SANDS TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
SANDS OFFICE COMPLEX
987 SOUTH M 553
GWINN MI 49841

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
MARQUETTE COUNTY,SKANDIA TOWNSHIP ,     PRECINCT 1,"Permanent Polling Location
SKANDIA COMM. CENTER
224 KREIGER
SKANDIA MI 49885

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
